"PL_ROK_OD";"PL_POZIOM";"PL_N";"PL_N_1L";"PL_N_2L";"PL_N_3L";"PL_N_4L";"PL_N_5L";"PL_N_6L";"PL_1L_TERM_DYP";"PL_1L_TERMP1_DYP";"PL_1L_TERMP2_DYP";"PL_2L_TERM_2";"PL_2L_TERM_DYP";"PL_2L_TERMP1_DYP";"PL_2L_TERMP2_DYP";"PL_3L_TERM_2";"PL_3L_TERM_3";"PL_3L_TERM_DYP";"PL_3L_TERMP1_DYP";"PL_3L_TERMP2_DYP";"PL_4L_TERM_2";"PL_4L_TERM_3";"PL_4L_TERM_4";"PL_4L_TERM_DYP";"PL_4L_TERMP1_DYP";"PL_4L_TERMP2_DYP";"PL_5L_TERM_2";"PL_5L_TERM_3";"PL_5L_TERM_4";"PL_5L_TERM_5";"PL_5L_TERM_DYP";"PL_5L_TERMP1_DYP";"PL_5L_TERMP2_DYP";"PL_6L_TERM_2";"PL_6L_TERM_3";"PL_6L_TERM_4";"PL_6L_TERM_5";"PL_6L_TERM_6";"PL_6L_TERM_DYP";"PL_6L_TERMP1_DYP";"PL_6L_TERMP2_DYP";"PL_PROC_DROPOUT_1L";"PL_PROC_DROPOUT_2L";"PL_PROC_DROPOUT_3L";"PL_PROC_DROPOUT_4L";"PL_PROC_DROPOUT_5L";"PL_PROC_DROPOUT_6L";"PL_2L_DROP_1";"PL_2L_DROP_2";"PL_3L_DROP_1";"PL_3L_DROP_2";"PL_3L_DROP_3";"PL_4L_DROP_1";"PL_4L_DROP_2";"PL_4L_DROP_3";"PL_4L_DROP_4";"PL_5L_DROP_1";"PL_5L_DROP_2";"PL_5L_DROP_3";"PL_5L_DROP_4";"PL_5L_DROP_5";"PL_6L_DROP_1";"PL_6L_DROP_2";"PL_6L_DROP_3";"PL_6L_DROP_4";"PL_6L_DROP_5";"PL_6L_DROP_6";"PL_PROC_PRZERWA_1L";"PL_PROC_PRZERWA_2L";"PL_PROC_PRZERWA_3L";"PL_PROC_PRZERWA_4L";"PL_PROC_PRZERWA_5L";"PL_PROC_PRZERWA_6L";"PL_2L_PRZERWA_1";"PL_2L_PRZERWA_2";"PL_3L_PRZERWA_1";"PL_3L_PRZERWA_2";"PL_3L_PRZERWA_3";"PL_4L_PRZERWA_1";"PL_4L_PRZERWA_2";"PL_4L_PRZERWA_3";"PL_4L_PRZERWA_4";"PL_5L_PRZERWA_1";"PL_5L_PRZERWA_2";"PL_5L_PRZERWA_3";"PL_5L_PRZERWA_4";"PL_5L_PRZERWA_5";"PL_6L_PRZERWA_1";"PL_6L_PRZERWA_2";"PL_6L_PRZERWA_3";"PL_6L_PRZERWA_4";"PL_6L_PRZERWA_5";"PL_6L_PRZERWA_6";"PL_PROC_KOREKTA_1L";"PL_PROC_KOREKTA_2L";"PL_PROC_KOREKTA_3L";"PL_PROC_KOREKTA_4L";"PL_PROC_KOREKTA_5L";"PL_PROC_KOREKTA_6L";"PL_2L_KOREKTA_1";"PL_2L_KOREKTA_2";"PL_3L_KOREKTA_1";"PL_3L_KOREKTA_2";"PL_3L_KOREKTA_3";"PL_4L_KOREKTA_1";"PL_4L_KOREKTA_2";"PL_4L_KOREKTA_3";"PL_4L_KOREKTA_4";"PL_5L_KOREKTA_1";"PL_5L_KOREKTA_2";"PL_5L_KOREKTA_3";"PL_5L_KOREKTA_4";"PL_5L_KOREKTA_5";"PL_6L_KOREKTA_1";"PL_6L_KOREKTA_2";"PL_6L_KOREKTA_3";"PL_6L_KOREKTA_4";"PL_6L_KOREKTA_5";"PL_6L_KOREKTA_6";"PL_PROC_DROPOUT";"PL_PROC_PRZERWA";"PL_PROC_KOREKTA";"PL_PROC_KONT_UCZ";"PL_PROC_KONT_POZAUCZ";"PL_N_NDZIE1";"PL_N_NDZIE2";"PL_N_NDZIE3";"PL_N_NDZIE4";"PL_N_NDZIE5";"PL_N_NDZIE6";"PL_N_NDZIE7";"PL_N_NDZIE8";"PL_PROC_DROP_NDZIE1";"PL_PROC_DROP_NDZIE2";"PL_PROC_DROP_NDZIE3";"PL_PROC_DROP_NDZIE4";"PL_PROC_DROP_NDZIE5";"PL_PROC_DROP_NDZIE6";"PL_PROC_DROP_NDZIE7";"PL_PROC_DROP_NDZIE8";"PL_PROC_PRZERWA_NDZIE1";"PL_PROC_PRZERWA_NDZIE2";"PL_PROC_PRZERWA_NDZIE3";"PL_PROC_PRZERWA_NDZIE4";"PL_PROC_PRZERWA_NDZIE5";"PL_PROC_PRZERWA_NDZIE6";"PL_PROC_PRZERWA_NDZIE7";"PL_PROC_PRZERWA_NDZIE8";"PL_PROC_KOREKTA_NDZIE1";"PL_PROC_KOREKTA_NDZIE2";"PL_PROC_KOREKTA_NDZIE3";"PL_PROC_KOREKTA_NDZIE4";"PL_PROC_KOREKTA_NDZIE5";"PL_PROC_KOREKTA_NDZIE6";"PL_PROC_KOREKTA_NDZIE7";"PL_PROC_KOREKTA_NDZIE8";"PL_N_NOWESTUDIA";"PL_N_NOWESTUDIA_NDZIE1";"PL_N_NOWESTUDIA_NDZIE2";"PL_N_NOWESTUDIA_NDZIE3";"PL_N_NOWESTUDIA_NDZIE4";"PL_N_NOWESTUDIA_NDZIE5";"PL_N_NOWESTUDIA_NDZIE6";"PL_N_NOWESTUDIA_NDZIE7";"PL_N_NOWESTUDIA_NDZIE8";"PL_NDZIE1_UCZ_NDZIE1";"PL_NDZIE1_UCZ_NDZIE2";"PL_NDZIE1_UCZ_NDZIE3";"PL_NDZIE1_UCZ_NDZIE4";"PL_NDZIE1_UCZ_NDZIE5";"PL_NDZIE1_UCZ_NDZIE6";"PL_NDZIE1_UCZ_NDZIE7";"PL_NDZIE1_UCZ_NDZIE8";"PL_NDZIE1_POZAUCZ_NDZIE1";"PL_NDZIE1_POZAUCZ_NDZIE2";"PL_NDZIE1_POZAUCZ_NDZIE3";"PL_NDZIE1_POZAUCZ_NDZIE4";"PL_NDZIE1_POZAUCZ_NDZIE5";"PL_NDZIE1_POZAUCZ_NDZIE6";"PL_NDZIE1_POZAUCZ_NDZIE7";"PL_NDZIE1_POZAUCZ_NDZIE8";"PL_NDZIE2_UCZ_NDZIE1";"PL_NDZIE2_UCZ_NDZIE2";"PL_NDZIE2_UCZ_NDZIE3";"PL_NDZIE2_UCZ_NDZIE4";"PL_NDZIE2_UCZ_NDZIE5";"PL_NDZIE2_UCZ_NDZIE6";"PL_NDZIE2_UCZ_NDZIE7";"PL_NDZIE2_UCZ_NDZIE8";"PL_NDZIE2_POZAUCZ_NDZIE1";"PL_NDZIE2_POZAUCZ_NDZIE2";"PL_NDZIE2_POZAUCZ_NDZIE3";"PL_NDZIE2_POZAUCZ_NDZIE4";"PL_NDZIE2_POZAUCZ_NDZIE5";"PL_NDZIE2_POZAUCZ_NDZIE6";"PL_NDZIE2_POZAUCZ_NDZIE7";"PL_NDZIE2_POZAUCZ_NDZIE8";"PL_NDZIE3_UCZ_NDZIE1";"PL_NDZIE3_UCZ_NDZIE2";"PL_NDZIE3_UCZ_NDZIE3";"PL_NDZIE3_UCZ_NDZIE4";"PL_NDZIE3_UCZ_NDZIE5";"PL_NDZIE3_UCZ_NDZIE6";"PL_NDZIE3_UCZ_NDZIE7";"PL_NDZIE3_UCZ_NDZIE8";"PL_NDZIE3_POZAUCZ_NDZIE1";"PL_NDZIE3_POZAUCZ_NDZIE2";"PL_NDZIE3_POZAUCZ_NDZIE3";"PL_NDZIE3_POZAUCZ_NDZIE4";"PL_NDZIE3_POZAUCZ_NDZIE5";"PL_NDZIE3_POZAUCZ_NDZIE6";"PL_NDZIE3_POZAUCZ_NDZIE7";"PL_NDZIE3_POZAUCZ_NDZIE8";"PL_NDZIE4_UCZ_NDZIE1";"PL_NDZIE4_UCZ_NDZIE2";"PL_NDZIE4_UCZ_NDZIE3";"PL_NDZIE4_UCZ_NDZIE4";"PL_NDZIE4_UCZ_NDZIE5";"PL_NDZIE4_UCZ_NDZIE6";"PL_NDZIE4_UCZ_NDZIE7";"PL_NDZIE4_UCZ_NDZIE8";"PL_NDZIE4_POZAUCZ_NDZIE1";"PL_NDZIE4_POZAUCZ_NDZIE2";"PL_NDZIE4_POZAUCZ_NDZIE3";"PL_NDZIE4_POZAUCZ_NDZIE4";"PL_NDZIE4_POZAUCZ_NDZIE5";"PL_NDZIE4_POZAUCZ_NDZIE6";"PL_NDZIE4_POZAUCZ_NDZIE7";"PL_NDZIE4_POZAUCZ_NDZIE8";"PL_NDZIE5_UCZ_NDZIE1";"PL_NDZIE5_UCZ_NDZIE2";"PL_NDZIE5_UCZ_NDZIE3";"PL_NDZIE5_UCZ_NDZIE4";"PL_NDZIE5_UCZ_NDZIE5";"PL_NDZIE5_UCZ_NDZIE6";"PL_NDZIE5_UCZ_NDZIE7";"PL_NDZIE5_UCZ_NDZIE8";"PL_NDZIE5_POZAUCZ_NDZIE1";"PL_NDZIE5_POZAUCZ_NDZIE2";"PL_NDZIE5_POZAUCZ_NDZIE3";"PL_NDZIE5_POZAUCZ_NDZIE4";"PL_NDZIE5_POZAUCZ_NDZIE5";"PL_NDZIE5_POZAUCZ_NDZIE6";"PL_NDZIE5_POZAUCZ_NDZIE7";"PL_NDZIE5_POZAUCZ_NDZIE8";"PL_NDZIE6_UCZ_NDZIE1";"PL_NDZIE6_UCZ_NDZIE2";"PL_NDZIE6_UCZ_NDZIE3";"PL_NDZIE6_UCZ_NDZIE4";"PL_NDZIE6_UCZ_NDZIE5";"PL_NDZIE6_UCZ_NDZIE6";"PL_NDZIE6_UCZ_NDZIE7";"PL_NDZIE6_UCZ_NDZIE8";"PL_NDZIE6_POZAUCZ_NDZIE1";"PL_NDZIE6_POZAUCZ_NDZIE2";"PL_NDZIE6_POZAUCZ_NDZIE3";"PL_NDZIE6_POZAUCZ_NDZIE4";"PL_NDZIE6_POZAUCZ_NDZIE5";"PL_NDZIE6_POZAUCZ_NDZIE6";"PL_NDZIE6_POZAUCZ_NDZIE7";"PL_NDZIE6_POZAUCZ_NDZIE8";"PL_NDZIE7_UCZ_NDZIE1";"PL_NDZIE7_UCZ_NDZIE2";"PL_NDZIE7_UCZ_NDZIE3";"PL_NDZIE7_UCZ_NDZIE4";"PL_NDZIE7_UCZ_NDZIE5";"PL_NDZIE7_UCZ_NDZIE6";"PL_NDZIE7_UCZ_NDZIE7";"PL_NDZIE7_UCZ_NDZIE8";"PL_NDZIE7_POZAUCZ_NDZIE1";"PL_NDZIE7_POZAUCZ_NDZIE2";"PL_NDZIE7_POZAUCZ_NDZIE3";"PL_NDZIE7_POZAUCZ_NDZIE4";"PL_NDZIE7_POZAUCZ_NDZIE5";"PL_NDZIE7_POZAUCZ_NDZIE6";"PL_NDZIE7_POZAUCZ_NDZIE7";"PL_NDZIE7_POZAUCZ_NDZIE8";"PL_NDZIE8_UCZ_NDZIE1";"PL_NDZIE8_UCZ_NDZIE2";"PL_NDZIE8_UCZ_NDZIE3";"PL_NDZIE8_UCZ_NDZIE4";"PL_NDZIE8_UCZ_NDZIE5";"PL_NDZIE8_UCZ_NDZIE6";"PL_NDZIE8_UCZ_NDZIE7";"PL_NDZIE8_UCZ_NDZIE8";"PL_NDZIE8_POZAUCZ_NDZIE1";"PL_NDZIE8_POZAUCZ_NDZIE2";"PL_NDZIE8_POZAUCZ_NDZIE3";"PL_NDZIE8_POZAUCZ_NDZIE4";"PL_NDZIE8_POZAUCZ_NDZIE5";"PL_NDZIE8_POZAUCZ_NDZIE6";"PL_NDZIE8_POZAUCZ_NDZIE7";"PL_NDZIE8_POZAUCZ_NDZIE8";"PL_UCZ_NDZIE1";"PL_UCZ_NDZIE2";"PL_UCZ_NDZIE3";"PL_UCZ_NDZIE4";"PL_UCZ_NDZIE5";"PL_UCZ_NDZIE6";"PL_UCZ_NDZIE7";"PL_UCZ_NDZIE8";"PL_POZAUCZ_NDZIE1";"PL_POZAUCZ_NDZIE2";"PL_POZAUCZ_NDZIE3";"PL_POZAUCZ_NDZIE4";"PL_POZAUCZ_NDZIE5";"PL_POZAUCZ_NDZIE6";"PL_POZAUCZ_NDZIE7";"PL_POZAUCZ_NDZIE8";"PL_NSEMESTR_NDZIE1";"PL_NSEMESTR_NDZIE2";"PL_NSEMESTR_NDZIE3";"PL_NSEMESTR_NDZIE4";"PL_NSEMESTR_NDZIE5";"PL_NSEMESTR_NDZIE6";"PL_NSEMESTR_NDZIE7";"PL_NSEMESTR_NDZIE8";"PL_DLSTUD_NDZIE1";"PL_DLSTUD_NDZIE2";"PL_DLSTUD_NDZIE3";"PL_DLSTUD_NDZIE4";"PL_DLSTUD_NDZIE5";"PL_DLSTUD_NDZIE6";"PL_DLSTUD_NDZIE7";"PL_DLSTUD_NDZIE8";"PL_POZIOM_TEKST_PL"
2015;"1";316905;261;77;209419;105793;1355;0;88,1;89,3;89,3;88,3;88,3;89,6;89,6;61,1;54,6;41,5;47,3;48,4;58,9;51;47,7;31,8;41,4;;36,6;26,1;23,7;18,3;6,6;;;;;;;;;;;10;10,4;21,3;22,7;44,4;;87,5;12,5;58,2;15,3;26,5;58,1;14,5;8;19,5;74,9;14,1;4;4;3;;;;;;;0;0;3,1;3,6;8,9;;;;81;12,9;6,1;83,3;12,6;2,2;1,9;88,4;11,6;0;0;0;;;;;;;0,8;0;26,7;28,7;24,7;;;;82,3;11,6;6;79,8;13,6;4,2;2,4;82,1;12,2;3,6;1,5;0,6;;;;;;;21,9;3,3;27,3;44;69,8;41507;78348;33647;12751;22622;118609;151;6331;22,9;23,4;18;20,2;16,4;23,1;33,8;20,7;3,5;3,8;3,2;3,4;2,9;3,1;4;2,3;34,6;29,7;20,2;29,4;41,1;21,5;33,8;16,9;96932;15848;26147;7847;4188;9952;29128;57;1217;32,6;0,7;0,8;0,2;3;23,9;0,2;0,4;21,6;5,8;6,3;1,8;2,2;31,1;0,3;5,2;0,5;32;0,4;0,8;1,5;6,3;0;0,3;4,8;28,8;6,2;3;8,9;29,7;0,2;1,7;1,2;0,7;28;0,4;1,1;4,6;0;0,1;6,7;7,4;35,1;4,4;5;31,4;0,2;1,2;0,6;3,4;0,5;22,3;1,6;5,8;0;0,1;8,9;14;17,5;8,9;8;33,8;0,3;1,6;6,7;4,2;2,5;0,9;18,2;13,7;0,1;0,2;5,6;21;18,9;6,1;13,2;25,3;0,2;2;6,6;2,2;0,9;0,4;2,1;33,9;0,1;0,2;9,2;9,9;6,7;1,9;3,2;48,4;0,2;1,7;5,3;0;0;0;1,8;10,5;28,1;0;15,8;7;7;1,8;1,8;29,8;3,5;3,5;2,4;2,1;0,2;0,2;0;3,1;0;31,8;15;8,4;3,3;1,8;2,1;22,2;0,5;27,9;8,3;10,1;3,1;1,5;3,6;19,9;0,1;0,6;9,5;15,4;10,4;3,1;6;35,2;0,2;2,6;6,01;7,21;6,04;7,13;6,21;6,08;6,33;6,26;;;;;;;;;"Studia pierwszego stopnia"
2015;"2";181603;0;180237;1366;0;0;0;;;;78,1;47,3;64,1;67,2;78,6;24;45,5;55,9;59,2;;;;;;;;;;;;;;;;;;;;;;;18,6;24,1;;;;48,6;51,3;42,9;43,8;13,4;;;;;;;;;;;;;;;;;1,3;2,5;;;;71,9;28,1;41,2;38,2;20,6;;;;;;;;;;;;;;;;;11,8;12,6;;;;85,4;14,6;72,1;15,1;12,8;;;;;;;;;;;;;;;;18,7;1,3;11,8;52,6;55;20190;38775;15673;7110;10841;85568;66;3262;22,9;18,7;12,7;13,8;16,8;19,5;36,4;16,2;1,5;1,3;1,4;1;1,1;1,4;1,5;0,9;16,2;11,4;7,7;11,2;14,7;11,6;3;6,6;23789;3575;4886;1422;867;1715;11058;3;244;41,4;0,2;0,2;0;1,8;20,3;0,1;0,2;20,7;1,6;2,2;0,6;1,1;25,4;0,2;2,6;0,1;49,8;0;1;1,5;4,7;0;0,1;2,5;28,5;1,5;2,7;5,3;14;0,2;1;0,6;0,2;37,2;0,1;0,1;3,6;0;0;3,4;1,5;44,2;1,8;2,3;16,7;0,1;0,4;0,2;6;0;46,7;1,7;3,2;0;0,6;3,6;18,8;5,5;6,6;6,5;15,7;0,3;0,9;4,7;3,7;1,3;1;32,3;10,7;0,1;0;2,2;14,6;5,5;3,4;19,8;21,8;0,1;0,8;6,9;1,9;0,3;0,3;1,8;42,3;0;0,1;6,2;4;3;0,9;1,6;43,9;0,1;0,8;;;;;;;;;;;;;;;;;1,6;2,5;0;0;0,8;5,7;0;32,4;16;4,5;2;0,4;2;16;0,4;32,4;9,9;11,7;2,5;2,1;3,8;24,8;0;0,5;7,2;9,8;5,3;1,7;3,8;30,4;0,2;1,4;4,01;3,25;4,01;3,16;3,91;4;4;3,97;6,6;5;5;4,3;5,8;5,6;6,9;5,5;"Studia drugiego stopnia"
2015;"JM";30624;0;0;0;0;20974;9650;;;;;;;;;;;;;;;;;;;69,3;60,9;57,2;50,2;39,1;;;75,2;67,1;61,8;56,9;50,8;;;;;;;;19,5;9,2;;;;;;;;;;39,7;14,3;8,4;6,9;30,8;36,5;16,6;13,7;12,9;19,5;;;;;;2,5;1,1;;;;;;;;;;80;13,9;4,3;0,9;0,8;69,9;20,4;6,8;2,9;0;;;;;;26,1;32,2;;;;;;;;;;69,6;17,5;7,5;3,4;1,9;54,5;23,8;13,4;7;1,3;;16,3;2,1;28;45,3;65,1;0;0;9795;1164;9;17803;901;952;;;8,8;6,2;33,3;19,9;23,3;30,4;;;0,7;0,6;0;2,8;5,5;1,9;;;31,2;45,1;44,4;25,8;27,3;15,3;9201;0;0;3126;531;4;5080;296;164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;0;55,2;0;0,4;0,1;0;0;1,9;4,2;41,4;2;4,5;4,9;0,1;0,3;0;0,2;0,2;29,2;0,8;0,2;0;0;4,9;5,6;42,7;21,3;7,3;8,1;0;0,9;;;;;;;;;;;;;;;;;11,6;0,6;0,4;0,1;2;31;0,2;0,2;10,8;5,9;6,9;1,8;1,8;54;0,4;2;6,8;0,3;0;0;1,7;9,5;19,6;0;11,5;13,5;7,1;1,7;2,7;32,1;19,3;1,4;5,5;0;0;0;0,6;3;0;19,5;18,3;6,1;4,3;1,2;1,2;20,1;1,2;38,4;6,8;0,3;19;1,8;1,3;17,5;0,7;0,4;7,6;5,5;20,6;3;3,1;33,3;0,9;2;;;11,41;11;10;10;11,62;9,99;;;;;;;;;"Jednolite studia magisterskie"
