Country/Region/World,ISO,Sex,Year,Mean BMI,Mean BMI lower 95% uncertainty interval,Mean BMI upper 95% uncertainty interval,Prevalence of BMI>=30 kg/m (obesity),Prevalence of BMI>=30 kg/m lower 95% uncertainty interval,Prevalence of BMI>=30 kg/m upper 95% uncertainty interval,Prevalence of BMI>=35 kg/m (severe obesity),Prevalence of BMI>=35 kg/m lower 95% uncertainty interval,Prevalence of BMI>=35 kg/m upper 95% uncertainty interval,Prevalence of BMI<18.5 kg/m (underweight),Prevalence of BMI<18.5 kg/m lower 95% uncertainty interval,Prevalence of BMI<18.5 kg/m upper 95% uncertainty interval,Prevalence of BMI 18.5 kg/m to <20 kg/m,Prevalence of BMI 18.5 kg/m to <20 kg/m lower 95% uncertainty interval,Prevalence of BMI 18.5 kg/m to <20 kg/m upper 95% uncertainty interval,Prevalence of BMI 20 kg/m to <25 kg/m,Prevalence of BMI 20 kg/m to <25 kg/m lower 95% uncertainty interval,Prevalence of BMI 20 kg/m to <25 kg/m upper 95% uncertainty interval,Prevalence of BMI 25 kg/m to <30 kg/m,Prevalence of BMI 25 kg/m to <30 kg/m lower 95% uncertainty interval,Prevalence of BMI 25 kg/m to <30 kg/m upper 95% uncertainty interval,Prevalence of BMI 30 kg/m to <35 kg/m,Prevalence of BMI 30 kg/m to <35 kg/m lower 95% uncertainty interval,Prevalence of BMI 30 kg/m to <35 kg/m upper 95% uncertainty interval,Prevalence of BMI 35 kg/m to <40 kg/m,Prevalence of BMI 35 kg/m to <40 kg/m lower 95% uncertainty interval,Prevalence of BMI 35 kg/m to <40 kg/m upper 95% uncertainty interval,Prevalence of BMI >=40 kg/m(morbid obesity),Prevalence of BMI >=40 kg/m lower 95% uncertainty interval,Prevalence of BMI >=40 kg/m upper 95% uncertainty interval
World,NA,Men,1975,21.6551402536435,21.2718003702559,22.0412643683194,0.0304883835281659,0.0234063615642583,0.0389157314771576,0.00244748698978307,0.00151316644623224,0.00376979954849992,0.134001199690318,0.105001896480351,0.164507562752339,0.160267072119197,0.127172287202276,0.195431237482259,0.497705324925094,0.454709564704788,0.541049438298235,0.177538019837225,0.152071829278486,0.205733903002281,0.0280408965383829,0.0211598623654276,0.0363839405168676,0.00217440719788567,0.00127188713593108,0.00347562819063819,0.000273079791897407,0.000115887634574002,0.000564631879406124
World,NA,Men,1976,21.7220375501457,21.3713200540188,22.0787410326781,0.0315273266959337,0.0245759967966587,0.0396743498064167,0.00260116331083923,0.00165180333707426,0.00390190370744565,0.132914045742332,0.105219612581753,0.161854267375517,0.158567127332771,0.126982952981604,0.192024053027573,0.497233620879131,0.456070521005764,0.538597941835056,0.179757879449832,0.155297698613503,0.207030992551725,0.0289261633850944,0.0221967352060816,0.0370381573354014,0.00230708221099161,0.00139289174389432,0.00358209652570307,0.000294081099847627,0.000132476000602938,0.000579503413582423
World,NA,Men,1977,21.7892077273341,21.4625690657588,22.1161412751956,0.0325961567260464,0.0257635054559703,0.0406284981447843,0.00276566915858208,0.00179664756929365,0.00407357536075212,0.131844205797452,0.105495089770179,0.159524086332028,0.156852658898762,0.126980051744535,0.188537433589384,0.496708787748405,0.457496063824671,0.536096991221291,0.181998190929334,0.158458064097539,0.208148031389531,0.0298304875674643,0.0232109927174825,0.0377070687645186,0.00244822207674218,0.00151801931046456,0.00371397773737103,0.000317447081839899,0.000149244302060833,0.000596618413717001
World,NA,Men,1978,21.8566686937439,21.5568209103767,22.1547822202993,0.0336945845674901,0.0270153625835646,0.0415221149510886,0.00294155788944095,0.00196539796805202,0.00421328562896667,0.130788389112065,0.105834780792353,0.157250599686049,0.155136931897806,0.126823683059923,0.185443721225398,0.496134340191475,0.458424294150386,0.533800172152791,0.184245754331164,0.161361827259332,0.209041736216918,0.0307530266780491,0.0242540837006287,0.0383809077603863,0.00259803986982494,0.00166172260453865,0.00385439077265757,0.000343518019616013,0.00017171962106906,0.000620551906850883
World,NA,Men,1979,21.9245547501491,21.6535233874256,22.1960142166827,0.0348294198691584,0.0282642050480357,0.0423059752925098,0.00313079110035906,0.00214113093760571,0.00442120948701115,0.129744430780632,0.106077885550751,0.154919446577782,0.153423250420309,0.12660912239556,0.181854442195086,0.495499377684861,0.459821209546681,0.531491056714764,0.186503521345039,0.164501349307733,0.210156014621053,0.0316986287687993,0.0253028578552798,0.039045094603544,0.00275811631207975,0.0018179030572958,0.00399050583462173,0.000372674788279312,0.000194348175540622,0.000649227984995057
World,NA,Men,1980,21.993276204929,21.7489950288909,22.2409052036442,0.0360125107006047,0.0296241105347885,0.0432722685057733,0.00333500279375268,0.0023408680967038,0.00461430406107631,0.128687509024692,0.106149224460995,0.152340249056946,0.151710956450767,0.12612883937751,0.178660216100029,0.494802407468485,0.461013017987112,0.529042261153884,0.188786616455452,0.167679870218243,0.211370223129119,0.032677507906852,0.0263735711112164,0.0397897826834111,0.00292969964125812,0.00197133686931953,0.00417019065404401,0.000405303152494564,0.000220884571511877,0.000682698804588682
World,NA,Men,1981,22.0631082057604,21.838002070361,22.2945692583633,0.0372466643520091,0.0310060221145868,0.0442025714544936,0.00355592852255778,0.00254443308350567,0.00482214480365315,0.12760895864283,0.106172972335206,0.150112658227513,0.149986922175495,0.125685089979886,0.175529067590342,0.494033932283824,0.461986627970953,0.526498491136465,0.191123522645841,0.170701380574281,0.21277320716192,0.0336907358294513,0.0275092173979206,0.040575103077014,0.0031139132636609,0.00213479415776526,0.00435015031914457,0.000442015258896882,0.000250171345019324,0.000725877082215745
World,NA,Men,1982,22.133649436396,21.9258077330821,22.3428388023258,0.0385322684748965,0.0324197441095032,0.0454030439865939,0.00379386477694591,0.00276197568146444,0.00507341086537167,0.126514909640642,0.106261707868042,0.147849332834364,0.148249431786479,0.12531089212302,0.172256993609678,0.493204524126406,0.462519079862899,0.523924164312598,0.193498866071577,0.173762401631834,0.214077273180478,0.0347384036979505,0.0286481088336014,0.0414326985070284,0.00331088387279481,0.0023174599213957,0.00455389924606524,0.000482980904151095,0.00028048516509458,0.000774650013402677
World,NA,Men,1983,22.2043570657601,22.0111589008888,22.3996977516068,0.0398641160414702,0.0338648001276929,0.0465526973564543,0.00404923319092206,0.00300481136387054,0.00533230915939939,0.125420488914116,0.106341188911674,0.145704111823455,0.146513923513949,0.124633871966393,0.168891826781941,0.492309339760242,0.463067944628804,0.521852870408636,0.195892131870222,0.176925815240533,0.215428999118796,0.0358148828505481,0.0298170147467851,0.0424150756959549,0.00352071620252312,0.00251834378280033,0.00477347311872963,0.000528516988398942,0.00031574118992162,0.000832087787145339
World,NA,Men,1984,22.2744898572112,22.0946363953761,22.4559311100575,0.0412390382567968,0.0353005347901401,0.0476888874776222,0.0043228724206388,0.00326355107680441,0.00562501692966245,0.124339574743604,0.106292431863824,0.143249080237811,0.144788274792826,0.124047810686867,0.166130327067923,0.491337380286152,0.463447056183077,0.519346631178456,0.198295732020622,0.180276506914016,0.217046251726481,0.036916165836158,0.0309794035074494,0.0433251261544857,0.00374401488537656,0.00271931143199812,0.00500192863607493,0.000578857535262239,0.000353259541259485,0.000893857333188407
World,NA,Men,1985,22.3435826561359,22.1779653784596,22.5155449550772,0.0426637578274461,0.0366910867177035,0.0489545471045754,0.00461551170270686,0.00353993650685042,0.00593409951034377,0.123259849919178,0.106307050691764,0.140992918134686,0.14307273621662,0.123652034728971,0.163593020130796,0.490296683595438,0.463524705311301,0.516920494541993,0.200706972541318,0.183451493153242,0.218381251481942,0.0380482461247392,0.0321684949764464,0.0442436946324586,0.00398129290261141,0.00293802758512088,0.00524727654131194,0.000634218800095454,0.00039370276217245,0.00096433402840218
World,NA,Men,1986,22.4112398760215,22.254805918311,22.5717069160198,0.0441347880115261,0.0382830310144961,0.0502888642231656,0.00492685190668903,0.00383155538528659,0.00626386101765114,0.12217968410404,0.105979738410732,0.138839526723169,0.141370206918821,0.122780732539538,0.160585892128212,0.489185773809024,0.46382250284009,0.514297931498915,0.203129547256589,0.186693261962368,0.220178133709977,0.0392079361048371,0.0334266330222475,0.0453077146461271,0.00423206866965715,0.00316463268998313,0.00551750770305927,0.000694783237031883,0.000442305467363335,0.00103705680398571
World,NA,Men,1987,22.477209672963,22.3313118665294,22.6262491220806,0.0456542292531059,0.0399203739446442,0.0516808814669483,0.00525827687724255,0.00413801428993389,0.00661093633865879,0.121108155395136,0.10587584567351,0.136840473545298,0.139675182528663,0.122058583170514,0.157504995055147,0.488000396673781,0.463523442739543,0.512324262252551,0.205562036249314,0.189972505147115,0.221835241386321,0.0403959523758634,0.0346545908589005,0.0463431924239436,0.00449709241689469,0.00340839939637527,0.00579453790659068,0.000761184460347856,0.000494722977796636,0.00111853128627775
World,NA,Men,1988,22.5416746236014,22.4061361631321,22.6826119493747,0.0472160292680927,0.041514010247226,0.0530728833186396,0.00561013976161179,0.00447167063549483,0.00695627219446939,0.120046486797163,0.105463322818841,0.135116265904035,0.137990231944584,0.121319940852579,0.155060081154598,0.486762779535261,0.463629772028563,0.510126512229809,0.207984472554899,0.192991831691767,0.223565463049709,0.0416058895064809,0.0359965078073561,0.0473902270888112,0.00477631670335773,0.00367023909546215,0.00607930986204775,0.000833823058254063,0.000547440996564081,0.00121621625414635
World,NA,Men,1989,22.6044808421019,22.4749303206774,22.7341829004378,0.0488174586504099,0.0431650074159399,0.0545794308059068,0.00598344008811205,0.00481953301246479,0.00736298954255702,0.11898508336223,0.105124200697871,0.1333615250516,0.136316773208197,0.120542976463023,0.152452374058983,0.485484103065908,0.463298016031383,0.507434624911385,0.210396581813255,0.195933514015422,0.225427310814347,0.0428340185622979,0.0373025040685054,0.048490388633897,0.00506997070676076,0.00394026846725846,0.00637108841008993,0.000913469381351294,0.000609178011211884,0.00132009628526417
World,NA,Men,1990,22.6659543701163,22.5456392472726,22.7890501165718,0.0504615031231816,0.044957532912959,0.0560653123502194,0.00637875089861266,0.00518599857918279,0.00775492390459536,0.117915810495833,0.104818172236158,0.131474854642292,0.134651912807417,0.119712350085015,0.150070124550639,0.484161934379318,0.462776771936249,0.505009089396452,0.21280883929425,0.198903291288594,0.227255721299365,0.0440827522245689,0.0387080190213325,0.0495702563534126,0.00537814071237182,0.004224944526019,0.00670116390345881,0.00100061018624083,0.000674681471240122,0.00143039001151286
World,NA,Men,1991,22.7269233971788,22.611427665257,22.8442920058722,0.0521447136169937,0.04672785579168,0.0575288773121047,0.00679602586234716,0.00558066175707031,0.00818911294019351,0.116824061854758,0.104580066307472,0.129716681738499,0.132984815250306,0.118697905739632,0.147723316942164,0.482818921515723,0.462275402358288,0.502771836480536,0.21522748786222,0.201834852655813,0.229158804263952,0.0453486877546466,0.0400853890771576,0.0507132551956753,0.00570039580974565,0.00453290696864109,0.00705291950428171,0.00109563005260151,0.000749892344284662,0.00155433473105487
World,NA,Men,1992,22.7880214527174,22.6771281112259,22.901842091275,0.0538686704363137,0.0486115051028926,0.0591522328987719,0.0072361082656102,0.00599840443295998,0.00864599060162668,0.115708146075051,0.10409093402882,0.127969746632954,0.131316429088911,0.117645579255361,0.145222473490952,0.481441153899725,0.461835821114231,0.500309991735949,0.2176656006,0.204686153320652,0.231070263805022,0.0466325621707035,0.0414698095213113,0.051841398451635,0.00603711231748649,0.00485903330224777,0.00741351607805187,0.0011989959481237,0.000830126890293338,0.00168854487955445
World,NA,Men,1993,22.849079108778,22.7415601305317,22.9586690553802,0.055637333987436,0.0505051150481359,0.0608287167434213,0.007699837542474,0.00643028926697054,0.00914559832648998,0.114578142144075,0.103522108350344,0.126292704149956,0.129641158795321,0.116587486229628,0.142949276284157,0.480029982881375,0.461639955396101,0.4978776219182,0.220113382291793,0.207483502583925,0.23310196262099,0.047937496444962,0.0428141096603058,0.0530061640533485,0.0063887429085385,0.00519112865156695,0.00778663491236437,0.00131109463393549,0.00092022060694552,0.00183528455937546
World,NA,Men,1994,22.9099763688896,22.8062076791747,23.0185020034221,0.0574556460951733,0.0524071817602233,0.0625796315274535,0.00818926580049167,0.00688776349130003,0.00970011740623245,0.113439114478936,0.102655424991719,0.124818320335411,0.127960689178627,0.115600710956775,0.140667410636221,0.478563241958079,0.46104843050422,0.495470703761807,0.222581308389185,0.21020389998198,0.235229850113491,0.0492663802946816,0.0442712769255943,0.0542904190305076,0.00675636702368341,0.00553908890572972,0.00816528266731588,0.00143289877680826,0.00101590260238738,0.00199064744335023
World,NA,Men,1995,22.9713825335319,22.8700609347654,23.0761946854575,0.0593288591775133,0.0543701990724031,0.0644001976203342,0.00870595138900258,0.0073797713543415,0.0102590563094164,0.112279861647532,0.101995685445114,0.123211937070033,0.126269701431649,0.114453123373611,0.13839516144332,0.477037124630619,0.460109163068777,0.493449668153939,0.225084453212687,0.212944033244005,0.237315811479083,0.0506229077885107,0.0457583238145311,0.0555574120365438,0.0071409632602812,0.00590578658499382,0.00857116658221525,0.00156498812872139,0.00111676899480219,0.0021601474313403
World,NA,Men,1996,23.0340217600075,22.9350659930367,23.1338443599929,0.0612603588203224,0.056352034182529,0.0662898421999577,0.00924893390992787,0.00790780325224342,0.0108353855170925,0.111094115379391,0.101022108917132,0.121574364234536,0.124563419009858,0.113261491103604,0.136133218759312,0.475452032361022,0.459019608904046,0.491462797733294,0.227630074529407,0.215571260402214,0.239367060072583,0.0520114249103945,0.0472741279382632,0.0568415695230242,0.00754120084834227,0.00628523542023548,0.00899319629312651,0.0017077330615856,0.00123447512288973,0.0023382715763479
World,NA,Men,1997,23.0978444247636,23.0002956433967,23.1952635189096,0.0632549231114738,0.0584179140280644,0.0682620580853188,0.00981958218424104,0.00846645307321782,0.0114234937355526,0.109884470172657,0.100184525525093,0.119976536996633,0.122844079729945,0.111977499281832,0.133899632987027,0.47380629493613,0.457796055966038,0.489341195472773,0.230210232149794,0.218593951616827,0.241565085461815,0.0534353409272328,0.0487679517774671,0.058142544026817,0.0079577366795078,0.00668215014291714,0.00944303594484884,0.00186184550473323,0.00136077841725784,0.00252886114578254
World,NA,Men,1998,23.1630314443467,23.068628793554,23.2594676931142,0.065310046540561,0.0605678698437761,0.0702333893797144,0.0104180030043452,0.00902352786492184,0.0120353372667634,0.108648465777661,0.099195336740303,0.118422008339425,0.121108373776326,0.110792492185216,0.131670472250539,0.47210433236439,0.456516590643765,0.487230106433362,0.232828781641062,0.221378807630833,0.244123903428477,0.0548920435362157,0.0503101187201425,0.0596241395592719,0.00839087907383303,0.00709489743531827,0.00989905223001231,0.00202712393051222,0.00149511095817116,0.00272496580245899
World,NA,Men,1999,23.2292388307719,23.1361829691513,23.3246611433037,0.0674253802956956,0.0627764377344575,0.0722878621763018,0.011044676138264,0.00960937046677714,0.0127114398962544,0.107369361549985,0.0981892677987392,0.116980439704853,0.119365498088949,0.109390274991354,0.129545850628233,0.470359624126789,0.455417510355712,0.485146150047602,0.235480136038581,0.224306537874142,0.246586182698279,0.0563807041574316,0.0518793316633843,0.0610822134635,0.0088409851397528,0.00752305710688346,0.0103594248748214,0.00220369099851122,0.00164349080763938,0.00293310060638149
World,NA,Men,2000,23.2958213954884,23.2059410211404,23.3881540005038,0.0695997706790583,0.0649445816934694,0.0744442100807411,0.0116978501390263,0.0102135553005184,0.0133631794049066,0.106036608242549,0.0970313104482488,0.115466655743664,0.117624847092334,0.107840983013839,0.127453165747548,0.468576960554853,0.454073180656063,0.483226315875579,0.238161813531205,0.227079838758071,0.249065893582748,0.0579019205400321,0.0534292882769496,0.0625961572677307,0.00930698248437852,0.00796410100886468,0.0108727682452515,0.00239086765464775,0.00179598385026271,0.00314343098020075
World,NA,Men,2001,23.3637160326061,23.2774640777117,23.4538033834691,0.0718429157481716,0.0671684823670634,0.0766971597634394,0.0123770248680505,0.0108354073194612,0.0140742443594057,0.10463223851336,0.0958265918479786,0.113755379643397,0.115848370905807,0.106291341713052,0.12544051959757,0.466753154646807,0.452375057593887,0.481047329300678,0.240923320285854,0.229843225417328,0.251775002485145,0.0594658908801211,0.0549978556727663,0.0640809227607701,0.00978851241523231,0.00841542333341277,0.0113684250935418,0.00258851245281823,0.00197229465226103,0.00336821660562516
World,NA,Men,2002,23.4330785966286,23.3475612858532,23.5207157316999,0.0741603697926883,0.0694995046811765,0.0791128974629555,0.0130838909841215,0.0114858010167046,0.0148238013648584,0.103163205882246,0.0944431630056612,0.112214108221334,0.114035942595819,0.104581773935735,0.123487410005686,0.464884307331944,0.450689996772444,0.47903697526198,0.243756174497303,0.23272825127491,0.2543987514866,0.0610764788085668,0.0565809679474615,0.0656844250807154,0.0102868131873729,0.00889239990919155,0.0119000017263685,0.00279707779674856,0.00215534461516591,0.00360383458490888
World,NA,Men,2003,23.5037675648511,23.4211355263359,23.5912558421842,0.0765550890739426,0.0718427946923103,0.0815058408674849,0.0138212915713031,0.0121756758982909,0.0155850673881693,0.101638206713041,0.0929170261149655,0.11053972957604,0.112195159733377,0.102719634433795,0.121586821393858,0.462954355252314,0.448813132424687,0.476884744477957,0.246657189327324,0.235650952837567,0.257543743758464,0.0627337975026395,0.058219928700351,0.0673185731612905,0.0108035718853423,0.00938941135340841,0.0124328815132517,0.00301771968596086,0.00234903932665882,0.00384942031942027
World,NA,Men,2004,23.5751302238741,23.4945672863226,23.6603761913297,0.0790298571295752,0.0742153337310056,0.0839888273783449,0.0145906201096374,0.0129247303108272,0.0164020240119641,0.100053231378533,0.0914528245434478,0.109040092895096,0.110334790690421,0.100896496084439,0.119712726635358,0.460976879594958,0.446709749674391,0.474994325240958,0.249605241306512,0.238587780530023,0.260692557672679,0.0644392370199378,0.0598927209958006,0.0691429101075886,0.011339594911292,0.00989406015412355,0.013001181057043,0.00325102519834537,0.00255267342370706,0.00410600719438712
World,NA,Men,2005,23.6468763914384,23.5649803995817,23.7308823151499,0.0815855832172091,0.0767246516914032,0.086697662172398,0.0153936565476379,0.0136896164240372,0.0172742409817687,0.0984189572166323,0.0897622482620939,0.107359197455247,0.108459823389578,0.0991208303082954,0.11790693263201,0.458947030258232,0.444629020098393,0.473109710275999,0.252588606018348,0.24150981213203,0.263877944237824,0.0661919266695712,0.061550706712777,0.071024293953943,0.0118963401361013,0.0103970740053629,0.0136077818393603,0.00349731641153659,0.00277140792059954,0.0043813042535625
World,NA,Men,2006,23.7193956505881,23.6387730842806,23.80170017114,0.084226338595051,0.0792352602813663,0.0894811017610878,0.0162328061833442,0.0144550235924181,0.0181671160070201,0.0967325466628064,0.0879765442487045,0.10583964674036,0.106565124366842,0.097250043871214,0.116073618374707,0.456872442322518,0.442404896491628,0.471281592006948,0.255603548152782,0.244289948942952,0.267231612697222,0.0679935324117067,0.0631358713750596,0.0730752608957848,0.0124754947340001,0.0109189416512296,0.0142309088144121,0.00375731144934417,0.00299805196875005,0.0046869532933999
World,NA,Men,2007,23.7926841830812,23.7128289240532,23.8754203659461,0.0869555910408489,0.0818476717244182,0.0924181305183965,0.0171125930359501,0.0152570994233164,0.0191278309440579,0.0950033042424395,0.0861212882918732,0.104214262770354,0.104658206295976,0.0952588766880513,0.114312043205041,0.454739407463221,0.439748783731139,0.469549565724695,0.258643491057515,0.246835233173101,0.270597238789035,0.0698429980048987,0.0647912872531798,0.0751604723528099,0.0130797427761398,0.0114586959681801,0.014896149773376,0.00403285025981033,0.00323291909303956,0.00500056780622217
World,NA,Men,2008,23.8660329948762,23.7826909245887,23.9509747312609,0.0897750277556784,0.0843244229470069,0.0954860131531023,0.0180370089958467,0.0161172514916454,0.0201748701283093,0.0932639982112202,0.0841135785145521,0.102714745449979,0.102751793966758,0.0931563845125438,0.112695856470311,0.452529536052601,0.437183297883558,0.467995938020904,0.261679644113742,0.249418562049673,0.274144690647719,0.0717380187598317,0.0664352100760866,0.0773389631836024,0.0137100823771246,0.0119976825429274,0.0156196578112521,0.00432692661872212,0.00347404609489201,0.00536222641733567
World,NA,Men,2009,23.9390776347234,23.8538185286778,24.0256254816095,0.0926794113406411,0.0869004123113287,0.0987341534820636,0.0190069075182734,0.0169444111038204,0.0212737221563816,0.0915413006337194,0.0821836763520251,0.101398540651975,0.100858094466845,0.0910784550292101,0.111080410607571,0.45023932518641,0.43414569851384,0.466120711546154,0.264681868472385,0.251843838520498,0.277818677317802,0.0736725038223676,0.0680597165628246,0.0796685977038501,0.0143667679576472,0.0125584180978908,0.0163878055852545,0.00464013956062621,0.00372261906947137,0.00574403281492936
World,NA,Men,2010,24.0112239205277,23.9213725582044,24.1020765267167,0.0956613040959646,0.0895863036183209,0.102097203888817,0.0200233890894552,0.0178155008350825,0.0224363314919945,0.0898597673033432,0.0801481820599355,0.0999826537406461,0.0989890701693885,0.088894293507341,0.109828033317331,0.447860533520082,0.431100412568738,0.464534647666721,0.267629325011222,0.254124063150971,0.281432037817387,0.0756379150065094,0.0696906157608296,0.0819378182623651,0.0150481560279428,0.0131452957612695,0.0171800698665223,0.00497523306151245,0.00396241928081714,0.00616538809986315
World,NA,Men,2011,24.083437080984,23.9866534047425,24.1815829549547,0.0987150639770563,0.0921279938616045,0.10562930261548,0.0210890680414087,0.0187085468847946,0.0236920515808633,0.0882265488716397,0.0782673515408397,0.0987887075605397,0.0971552276619687,0.0866546703656992,0.108517848544371,0.445396806639334,0.427970605912803,0.46312028259282,0.270506352950001,0.255997444332319,0.285392051706462,0.0776259959356476,0.0712591598359324,0.0844463630438238,0.0157548910938679,0.013708359344144,0.0180504695720478,0.00533417694754076,0.0042282331527545,0.00664843657561615
World,NA,Men,2012,24.1562226156572,24.0493075801208,24.2639475482305,0.101856326456621,0.0948616479563467,0.109318592352545,0.0222128313209592,0.0196185657731896,0.0250284313465702,0.0866425844557512,0.0762781898158989,0.0977814700048197,0.0953557057579849,0.0844619287736765,0.107262767812476,0.442839125231431,0.424407970413532,0.461737985957863,0.273306258198212,0.257953767676058,0.289217487024553,0.0796434951356615,0.0727203610375629,0.0870135529880721,0.0164919209774586,0.0142773115244227,0.0190097454516346,0.00572091034350068,0.00450484944660052,0.00716570682494979
World,NA,Men,2013,24.2301455804762,24.1079608995775,24.3540343621124,0.105100182445715,0.0975396255863061,0.113261628710902,0.0234040707628938,0.020547350017503,0.0264804065126145,0.085107954300757,0.0741575873253094,0.0968293679129412,0.0935910819406313,0.0822685190540192,0.106121430243705,0.440174001780273,0.42048385291127,0.460426975053607,0.276026779632624,0.259535829481789,0.293145756479212,0.0816961116828208,0.0742136245114602,0.0896125633017579,0.0172637500711785,0.0148104754939242,0.0200172904787934,0.00614032069171524,0.00479397992064869,0.00773810733321147
World,NA,Men,2014,24.3051628824141,24.1642379948001,24.4440652574358,0.108459634537536,0.100276856807138,0.117438432953565,0.0246727929894965,0.0215108947095848,0.0280565332683204,0.0836161961435312,0.0720011247880411,0.0959568095172465,0.0918592878902441,0.0801021761863719,0.104921950899161,0.437401053920434,0.416417334623295,0.459055042859682,0.278663827608255,0.261141599681011,0.297040102545832,0.0837868415480392,0.0757417465065397,0.0924298375302196,0.0180756173243839,0.0153752400428753,0.0211221616933923,0.0065971756651126,0.00507663246042904,0.00842059243090083
