Date;Device;App;UsageTime;UsageCount
December 29, 2022;samsung SM-A536B;Google;0s;0
December 30, 2022;samsung SM-A536B;Google;16s;1
December 31, 2022;samsung SM-A536B;Google;15s;1
December 10, 2022;samsung SM-A536B;GuitarTuna;0s;0
December 11, 2022;samsung SM-A536B;GuitarTuna;0s;0
December 12, 2022;samsung SM-A536B;GuitarTuna;0s;0
December 13, 2022;samsung SM-A536B;GuitarTuna;0s;0
December 14, 2022;samsung SM-A536B;GuitarTuna;0s;0
December 15, 2022;samsung SM-A536B;GuitarTuna;0s;0
December 16, 2022;samsung SM-A536B;GuitarTuna;0s;0
December 17, 2022;samsung SM-A536B;GuitarTuna;0s;0
December 18, 2022;samsung SM-A536B;GuitarTuna;0s;0
December 19, 2022;samsung SM-A536B;GuitarTuna;0s;0
December 20, 2022;samsung SM-A536B;GuitarTuna;0s;0
December 21, 2022;samsung SM-A536B;GuitarTuna;0s;0
December 22, 2022;samsung SM-A536B;GuitarTuna;2m 39s;1
December 23, 2022;samsung SM-A536B;GuitarTuna;0s;0
December 24, 2022;samsung SM-A536B;GuitarTuna;5m 5s;1
December 25, 2022;samsung SM-A536B;GuitarTuna;0s;0
December 26, 2022;samsung SM-A536B;GuitarTuna;0s;0
December 27, 2022;samsung SM-A536B;GuitarTuna;0s;0
December 28, 2022;samsung SM-A536B;GuitarTuna;37s;1
December 29, 2022;samsung SM-A536B;GuitarTuna;0s;0
December 30, 2022;samsung SM-A536B;GuitarTuna;3m 14s;1
December 31, 2022;samsung SM-A536B;GuitarTuna;0s;0
December 10, 2022;HUAWEI STK-LX1;GuitarTuna;0s;0
December 11, 2022;HUAWEI STK-LX2;GuitarTuna;4m 15s;2
December 12, 2022;HUAWEI STK-LX3;GuitarTuna;0s;0
December 13, 2022;HUAWEI STK-LX4;GuitarTuna;0s;0
December 14, 2022;HUAWEI STK-LX5;GuitarTuna;0s;0
December 15, 2022;HUAWEI STK-LX6;GuitarTuna;0s;0
December 16, 2022;HUAWEI STK-LX7;GuitarTuna;49s;1
December 17, 2022;HUAWEI STK-LX8;GuitarTuna;1m 34s;1
December 18, 2022;HUAWEI STK-LX9;GuitarTuna;0s;0
December 19, 2022;HUAWEI STK-LX10;GuitarTuna;0s;0
December 20, 2022;HUAWEI STK-LX11;GuitarTuna;0s;0
December 21, 2022;HUAWEI STK-LX12;GuitarTuna;0s;0
December 22, 2022;HUAWEI STK-LX13;GuitarTuna;5m 27s;2
December 23, 2022;HUAWEI STK-LX14;GuitarTuna;0s;0
December 24, 2022;HUAWEI STK-LX15;GuitarTuna;0s;0
December 25, 2022;HUAWEI STK-LX16;GuitarTuna;0s;0
December 26, 2022;HUAWEI STK-LX17;GuitarTuna;0s;0
December 27, 2022;HUAWEI STK-LX18;GuitarTuna;2m 8s;1
December 28, 2022;HUAWEI STK-LX19;GuitarTuna;0s;0
December 29, 2022;HUAWEI STK-LX20;GuitarTuna;0s;0
December 30, 2022;HUAWEI STK-LX21;GuitarTuna;0s;0
December 31, 2022;HUAWEI STK-LX22;GuitarTuna;0s;0
January 1, 2023;samsung SM-A536B;Adblock Browser;1h 8m 21s;2
January 2, 2023;samsung SM-A536B;Adblock Browser;2h 15m 20s;2
January 3, 2023;samsung SM-A536B;Adblock Browser;0s;0
January 4, 2023;samsung SM-A536B;Adblock Browser;0s;0
January 5, 2023;samsung SM-A536B;Adblock Browser;10m;1
January 6, 2023;samsung SM-A536B;Adblock Browser;6h 31m 2s;7
January 7, 2023;samsung SM-A536B;Adblock Browser;4h 19m 48s;8
January 8, 2023;samsung SM-A536B;Adblock Browser;2h 42m 38s;6
January 9, 2023;samsung SM-A536B;Adblock Browser;10m 53s;1
January 10, 2023;samsung SM-A536B;Adblock Browser;19m 37s;2
January 11, 2023;samsung SM-A536B;Adblock Browser;23m 12s;1
January 12, 2023;samsung SM-A536B;Adblock Browser;24m 41s;3
January 13, 2023;samsung SM-A536B;Adblock Browser;1h 9m 57s;4
January 14, 2023;samsung SM-A536B;Adblock Browser;0s;0
January 15, 2023;samsung SM-A536B;Adblock Browser;0s;0
January 16, 2023;samsung SM-A536B;Adblock Browser;26m 57s;3
January 17, 2023;samsung SM-A536B;Adblock Browser;51m 5s;5
January 18, 2023;samsung SM-A536B;Adblock Browser;23m 35s;1
January 19, 2023;samsung SM-A536B;Adblock Browser;1h 10m 29s;7
January 20, 2023;samsung SM-A536B;Adblock Browser;22m 13s;6
January 21, 2023;samsung SM-A536B;Adblock Browser;44m 23s;2
January 22, 2023;samsung SM-A536B;Adblock Browser;0s;0
January 1, 2023;samsung SM-A536B;Chrome;11m 11s;6
January 2, 2023;samsung SM-A536B;Chrome;5m;4
January 3, 2023;samsung SM-A536B;Chrome;2m 15s;4
January 4, 2023;samsung SM-A536B;Chrome;14m 31s;14
January 5, 2023;samsung SM-A536B;Chrome;59s;2
January 6, 2023;samsung SM-A536B;Chrome;8m 40s;1
January 7, 2023;samsung SM-A536B;Chrome;19m 51s;3
January 8, 2023;samsung SM-A536B;Chrome;2m 52s;3
January 9, 2023;samsung SM-A536B;Chrome;25m 53s;19
January 10, 2023;samsung SM-A536B;Chrome;17m 50s;30
January 11, 2023;samsung SM-A536B;Chrome;6m 36s;6
January 12, 2023;samsung SM-A536B;Chrome;41s;2
January 13, 2023;samsung SM-A536B;Chrome;11m 29s;6
January 14, 2023;samsung SM-A536B;Chrome;1m 14s;2
January 15, 2023;samsung SM-A536B;Chrome;0s;0
January 16, 2023;samsung SM-A536B;Chrome;51s;2
January 17, 2023;samsung SM-A536B;Chrome;1h 13m 41s;41
January 18, 2023;samsung SM-A536B;Chrome;38m 24s;30
January 19, 2023;samsung SM-A536B;Chrome;15m 10s;6
January 20, 2023;samsung SM-A536B;Chrome;4m 43s;6
January 21, 2023;samsung SM-A536B;Chrome;14m 2s;6
January 22, 2023;samsung SM-A536B;Chrome;32s;2
January 1, 2023;samsung SM-A536B;Game Dev Story;0s;0
January 2, 2023;samsung SM-A536B;Game Dev Story;0s;0
January 3, 2023;samsung SM-A536B;Game Dev Story;0s;0
January 4, 2023;samsung SM-A536B;Game Dev Story;40m 18s;3
January 5, 2023;samsung SM-A536B;Game Dev Story;0s;0
January 6, 2023;samsung SM-A536B;Game Dev Story;0s;0
January 7, 2023;samsung SM-A536B;Game Dev Story;0s;0
January 8, 2023;samsung SM-A536B;Game Dev Story;0s;0
January 9, 2023;samsung SM-A536B;Game Dev Story;0s;0
January 10, 2023;samsung SM-A536B;Game Dev Story;18m 35s;2
January 11, 2023;samsung SM-A536B;Game Dev Story;0s;0
January 12, 2023;samsung SM-A536B;Game Dev Story;0s;0
January 13, 2023;samsung SM-A536B;Game Dev Story;0s;0
January 14, 2023;samsung SM-A536B;Game Dev Story;0s;0
January 15, 2023;samsung SM-A536B;Game Dev Story;30m 2s;4
January 16, 2023;samsung SM-A536B;Game Dev Story;0s;0
January 17, 2023;samsung SM-A536B;Game Dev Story;0s;0
January 18, 2023;samsung SM-A536B;Game Dev Story;0s;0
January 19, 2023;samsung SM-A536B;Game Dev Story;0s;0
January 20, 2023;samsung SM-A536B;Game Dev Story;0s;0
January 21, 2023;samsung SM-A536B;Game Dev Story;0s;0
January 22, 2023;samsung SM-A536B;Game Dev Story;0s;0
January 1, 2023;samsung SM-A536B;GuitarTuna;0s;0
January 2, 2023;samsung SM-A536B;GuitarTuna;0s;0
January 3, 2023;samsung SM-A536B;GuitarTuna;2m 12s;1
January 4, 2023;samsung SM-A536B;GuitarTuna;0s;0
January 5, 2023;samsung SM-A536B;GuitarTuna;0s;0
January 6, 2023;samsung SM-A536B;GuitarTuna;0s;0
January 7, 2023;samsung SM-A536B;GuitarTuna;15m 42s;8
January 8, 2023;samsung SM-A536B;GuitarTuna;0s;0
January 9, 2023;samsung SM-A536B;GuitarTuna;0s;0
January 10, 2023;samsung SM-A536B;GuitarTuna;0s;0
January 11, 2023;samsung SM-A536B;GuitarTuna;2m 23s;1
January 12, 2023;samsung SM-A536B;GuitarTuna;0s;0
January 13, 2023;samsung SM-A536B;GuitarTuna;0s;0
January 14, 2023;samsung SM-A536B;GuitarTuna;0s;0
January 15, 2023;samsung SM-A536B;GuitarTuna;3m 57s;1
January 16, 2023;samsung SM-A536B;GuitarTuna;0s;0
January 17, 2023;samsung SM-A536B;GuitarTuna;0s;0
January 18, 2023;samsung SM-A536B;GuitarTuna;0s;0
January 19, 2023;samsung SM-A536B;GuitarTuna;0s;0
January 20, 2023;samsung SM-A536B;GuitarTuna;0s;0
January 21, 2023;samsung SM-A536B;GuitarTuna;3m 5s;2
January 22, 2023;samsung SM-A536B;GuitarTuna;0s;0
January 1, 2023;samsung SM-A536B;SOVA V RE;7m 50s;7
January 2, 2023;samsung SM-A536B;SOVA V RE;8m 26s;6
January 3, 2023;samsung SM-A536B;SOVA V RE;13m 10s;22
January 4, 2023;samsung SM-A536B;SOVA V RE;29m 2s;51
January 5, 2023;samsung SM-A536B;SOVA V RE;4m 42s;5
January 6, 2023;samsung SM-A536B;SOVA V RE;19m 46s;10
January 7, 2023;samsung SM-A536B;SOVA V RE;8m 35s;3
January 8, 2023;samsung SM-A536B;SOVA V RE;12m 54s;6
January 9, 2023;samsung SM-A536B;SOVA V RE;52m 37s;45
January 10, 2023;samsung SM-A536B;SOVA V RE;18m 48s;49
January 11, 2023;samsung SM-A536B;SOVA V RE;35m 41s;63
January 12, 2023;samsung SM-A536B;SOVA V RE;23m 5s;38
January 13, 2023;samsung SM-A536B;SOVA V RE;13m 59s;21
January 14, 2023;samsung SM-A536B;SOVA V RE;4m 8s;6
January 15, 2023;samsung SM-A536B;SOVA V RE;1m 51s;1
January 16, 2023;samsung SM-A536B;SOVA V RE;15m 23s;31
January 17, 2023;samsung SM-A536B;SOVA V RE;46m 30s;32
January 18, 2023;samsung SM-A536B;SOVA V RE;40m 59s;29
January 19, 2023;samsung SM-A536B;SOVA V RE;16m 47s;20
January 20, 2023;samsung SM-A536B;SOVA V RE;13m 52s;25
January 21, 2023;samsung SM-A536B;SOVA V RE;10m 39s;14
January 22, 2023;samsung SM-A536B;SOVA V RE;23s;1
January 1, 2023;samsung SM-A536B;Telegram;39m 40s;22
January 2, 2023;samsung SM-A536B;Telegram;7m 23s;6
January 3, 2023;samsung SM-A536B;Telegram;37m 14s;23
January 4, 2023;samsung SM-A536B;Telegram;23m 22s;29
January 5, 2023;samsung SM-A536B;Telegram;1h 14m 34s;34
January 6, 2023;samsung SM-A536B;Telegram;32m 51s;22
January 7, 2023;samsung SM-A536B;Telegram;13m 37s;9
January 8, 2023;samsung SM-A536B;Telegram;24m 4s;10
January 9, 2023;samsung SM-A536B;Telegram;36m 31s;38
January 10, 2023;samsung SM-A536B;Telegram;5m 26s;14
January 11, 2023;samsung SM-A536B;Telegram;5m 14s;17
January 12, 2023;samsung SM-A536B;Telegram;19m 3s;18
January 13, 2023;samsung SM-A536B;Telegram;16m 3s;17
January 14, 2023;samsung SM-A536B;Telegram;15m 59s;8
January 15, 2023;samsung SM-A536B;Telegram;45m 8s;20
January 16, 2023;samsung SM-A536B;Telegram;16m 27s;39
January 17, 2023;samsung SM-A536B;Telegram;16m 6s;11
January 18, 2023;samsung SM-A536B;Telegram;27m 17s;25
January 19, 2023;samsung SM-A536B;Telegram;39m 3s;19
January 20, 2023;samsung SM-A536B;Telegram;16m 20s;12
January 21, 2023;samsung SM-A536B;Telegram;29m 33s;18
January 22, 2023;samsung SM-A536B;Telegram;7m 56s;9
January 1, 2023;samsung SM-A536B;VK;8s;2
January 2, 2023;samsung SM-A536B;VK;23m 54s;15
January 3, 2023;samsung SM-A536B;VK;16m 37s;11
January 4, 2023;samsung SM-A536B;VK;6m 58s;8
January 5, 2023;samsung SM-A536B;VK;1m 55s;2
January 6, 2023;samsung SM-A536B;VK;0s;0
January 7, 2023;samsung SM-A536B;VK;13s;1
January 8, 2023;samsung SM-A536B;VK;1m 21s;5
January 9, 2023;samsung SM-A536B;VK;28s;1
January 10, 2023;samsung SM-A536B;VK;9m 54s;7
January 11, 2023;samsung SM-A536B;VK;0s;0
January 12, 2023;samsung SM-A536B;VK;6m 5s;3
January 13, 2023;samsung SM-A536B;VK;1m 7s;2
January 14, 2023;samsung SM-A536B;VK;0s;0
January 15, 2023;samsung SM-A536B;VK;24m 23s;6
January 16, 2023;samsung SM-A536B;VK;57s;4
January 17, 2023;samsung SM-A536B;VK;0s;0
January 18, 2023;samsung SM-A536B;VK;25m 25s;18
January 19, 2023;samsung SM-A536B;VK;27m 8s;18
January 20, 2023;samsung SM-A536B;VK;4m 23s;6
January 21, 2023;samsung SM-A536B;VK;5m 16s;4
January 22, 2023;samsung SM-A536B;VK;0s;0
January 1, 2023;samsung SM-A536B;YouTube;5h 49m 42s;24
January 2, 2023;samsung SM-A536B;YouTube;5h 50m 28s;21
January 3, 2023;samsung SM-A536B;YouTube;3h 19m 43s;9
January 4, 2023;samsung SM-A536B;YouTube;2h 49m 50s;18
January 5, 2023;samsung SM-A536B;YouTube;3h 15m 55s;13
January 6, 2023;samsung SM-A536B;YouTube;2h 26m 54s;7
January 7, 2023;samsung SM-A536B;YouTube;2h 49m 47s;11
January 8, 2023;samsung SM-A536B;YouTube;5h 32m 1s;12
January 9, 2023;samsung SM-A536B;YouTube;3h 42m 21s;13
January 10, 2023;samsung SM-A536B;YouTube;2h 19m 19s;18
January 11, 2023;samsung SM-A536B;YouTube;3h 6m 46s;9
January 12, 2023;samsung SM-A536B;YouTube;4h 14m 40s;16
January 13, 2023;samsung SM-A536B;YouTube;3h 50m 29s;14
January 14, 2023;samsung SM-A536B;YouTube;1h 37m 42s;6
January 15, 2023;samsung SM-A536B;YouTube;7h 16m 7s;15
January 16, 2023;samsung SM-A536B;YouTube;5h 22m 36s;13
January 17, 2023;samsung SM-A536B;YouTube;5h 31m 38s;27
January 18, 2023;samsung SM-A536B;YouTube;2h 13m 43s;7
January 19, 2023;samsung SM-A536B;YouTube;1h 13m 29s;8
January 20, 2023;samsung SM-A536B;YouTube;4h 13m 21s;21
January 21, 2023;samsung SM-A536B;YouTube;6h 44m;32
January 22, 2023;samsung SM-A536B;YouTube;6h 6m 45s;14
January 1, 2023;samsung SM-A536B;Main Screen One UI;4m 23s;42
January 2, 2023;samsung SM-A536B;Main Screen One UI;6m 24s;46
January 3, 2023;samsung SM-A536B;Main Screen One UI;10m 20s;65
January 4, 2023;samsung SM-A536B;Main Screen One UI;11m 49s;73
January 5, 2023;samsung SM-A536B;Main Screen One UI;3m 2s;42
January 6, 2023;samsung SM-A536B;Main Screen One UI;2m 23s;27
January 7, 2023;samsung SM-A536B;Main Screen One UI;4m 38s;30
January 8, 2023;samsung SM-A536B;Main Screen One UI;8m 12s;54
January 9, 2023;samsung SM-A536B;Main Screen One UI;5m 54s;58
January 10, 2023;samsung SM-A536B;Main Screen One UI;9m 17s;78
January 11, 2023;samsung SM-A536B;Main Screen One UI;10m 16s;71
January 12, 2023;samsung SM-A536B;Main Screen One UI;8m 11s;53
January 13, 2023;samsung SM-A536B;Main Screen One UI;10m 6s;55
January 14, 2023;samsung SM-A536B;Main Screen One UI;1m 20s;17
January 15, 2023;samsung SM-A536B;Main Screen One UI;4m 47s;34
January 16, 2023;samsung SM-A536B;Main Screen One UI;4m 29s;40
January 17, 2023;samsung SM-A536B;Main Screen One UI;34m 38s;64
January 18, 2023;samsung SM-A536B;Main Screen One UI;9m 12s;73
January 19, 2023;samsung SM-A536B;Main Screen One UI;3m 37s;37
January 20, 2023;samsung SM-A536B;Main Screen One UI;3m 14s;36
January 21, 2023;samsung SM-A536B;Main Screen One UI;4m 1s;39
January 22, 2023;samsung SM-A536B;Main Screen One UI;57s;15
January 1, 2023;samsung SM-A536B;Yandex Music;7m 5s;10
January 2, 2023;samsung SM-A536B;Yandex Music;7m 26s;19
January 3, 2023;samsung SM-A536B;Yandex Music;17m 33s;38
January 4, 2023;samsung SM-A536B;Yandex Music;6m 41s;27
January 5, 2023;samsung SM-A536B;Yandex Music;10m;38
January 6, 2023;samsung SM-A536B;Yandex Music;1m 10s;4
January 7, 2023;samsung SM-A536B;Yandex Music;3m 6s;5
January 8, 2023;samsung SM-A536B;Yandex Music;7m 13s;15
January 9, 2023;samsung SM-A536B;Yandex Music;4m;14
January 10, 2023;samsung SM-A536B;Yandex Music;6m 50s;20
January 11, 2023;samsung SM-A536B;Yandex Music;8m 2s;26
January 12, 2023;samsung SM-A536B;Yandex Music;3m 51s;18
January 13, 2023;samsung SM-A536B;Yandex Music;3m 32s;16
January 14, 2023;samsung SM-A536B;Yandex Music;4m 56s;14
January 15, 2023;samsung SM-A536B;Yandex Music;6m 28s;27
January 16, 2023;samsung SM-A536B;Yandex Music;5m 22s;19
January 17, 2023;samsung SM-A536B;Yandex Music;4m 45s;12
January 18, 2023;samsung SM-A536B;Yandex Music;5m 26s;31
January 19, 2023;samsung SM-A536B;Yandex Music;57s;5
January 20, 2023;samsung SM-A536B;Yandex Music;1m 30s;10
January 21, 2023;samsung SM-A536B;Yandex Music;18s;2
January 22, 2023;samsung SM-A536B;Yandex Music;1m 19s;5
January 1, 2023;HUAWEI STK-LX1;Adblock Browser;0s;0
January 2, 2023;HUAWEI STK-LX2;Adblock Browser;14m 42s;1
January 3, 2023;HUAWEI STK-LX3;Adblock Browser;0s;0
January 4, 2023;HUAWEI STK-LX4;Adblock Browser;0s;0
January 5, 2023;HUAWEI STK-LX5;Adblock Browser;0s;0
January 6, 2023;HUAWEI STK-LX6;Adblock Browser;0s;0
January 7, 2023;HUAWEI STK-LX7;Adblock Browser;23m 17s;1
January 8, 2023;HUAWEI STK-LX8;Adblock Browser;0s;0
January 9, 2023;HUAWEI STK-LX9;Adblock Browser;0s;0
January 10, 2023;HUAWEI STK-LX10;Adblock Browser;0s;0
January 11, 2023;HUAWEI STK-LX11;Adblock Browser;30m 9s;2
January 12, 2023;HUAWEI STK-LX12;Adblock Browser;0s;0
January 13, 2023;HUAWEI STK-LX13;Adblock Browser;0s;0
January 14, 2023;HUAWEI STK-LX14;Adblock Browser;0s;0
January 15, 2023;HUAWEI STK-LX15;Adblock Browser;0s;0
January 16, 2023;HUAWEI STK-LX16;Adblock Browser;0s;0
January 17, 2023;HUAWEI STK-LX17;Adblock Browser;0s;0
January 18, 2023;HUAWEI STK-LX18;Adblock Browser;1h 5m 7s;3
January 19, 2023;HUAWEI STK-LX19;Adblock Browser;0s;0
January 20, 2023;HUAWEI STK-LX20;Adblock Browser;24m 18s;1
January 21, 2023;HUAWEI STK-LX21;Adblock Browser;0s;0
January 22, 2023;HUAWEI STK-LX22;Adblock Browser;0s;0
January 1, 2023;HUAWEI STK-LX45;SOVA V RE;4m 37s;1
January 2, 2023;HUAWEI STK-LX46;SOVA V RE;0s;0
January 3, 2023;HUAWEI STK-LX47;SOVA V RE;0s;0
January 4, 2023;HUAWEI STK-LX48;SOVA V RE;0s;0
January 5, 2023;HUAWEI STK-LX49;SOVA V RE;0s;0
January 6, 2023;HUAWEI STK-LX50;SOVA V RE;0s;0
January 7, 2023;HUAWEI STK-LX51;SOVA V RE;0s;0
January 8, 2023;HUAWEI STK-LX52;SOVA V RE;0s;0
January 9, 2023;HUAWEI STK-LX53;SOVA V RE;0s;0
January 10, 2023;HUAWEI STK-LX54;SOVA V RE;0s;0
January 11, 2023;HUAWEI STK-LX55;SOVA V RE;0s;0
January 12, 2023;HUAWEI STK-LX56;SOVA V RE;2m 16s;3
January 13, 2023;HUAWEI STK-LX57;SOVA V RE;0s;0
January 14, 2023;HUAWEI STK-LX58;SOVA V RE;0s;0
January 15, 2023;HUAWEI STK-LX59;SOVA V RE;0s;0
January 16, 2023;HUAWEI STK-LX60;SOVA V RE;25m 15s;20
January 17, 2023;HUAWEI STK-LX61;SOVA V RE;0s;0
January 18, 2023;HUAWEI STK-LX62;SOVA V RE;0s;0
January 19, 2023;HUAWEI STK-LX63;SOVA V RE;5m 47s;2
January 20, 2023;HUAWEI STK-LX64;SOVA V RE;0s;0
January 21, 2023;HUAWEI STK-LX65;SOVA V RE;0s;0
January 22, 2023;HUAWEI STK-LX66;SOVA V RE;0s;0
January 1, 2023;HUAWEI STK-LX67;Telegram;3m 19s;6
January 2, 2023;HUAWEI STK-LX68;Telegram;5s;1
January 3, 2023;HUAWEI STK-LX69;Telegram;16s;1
January 4, 2023;HUAWEI STK-LX70;Telegram;0s;0
January 5, 2023;HUAWEI STK-LX71;Telegram;0s;0
January 6, 2023;HUAWEI STK-LX72;Telegram;0s;0
January 7, 2023;HUAWEI STK-LX73;Telegram;0s;0
January 8, 2023;HUAWEI STK-LX74;Telegram;0s;0
January 9, 2023;HUAWEI STK-LX75;Telegram;0s;0
January 10, 2023;HUAWEI STK-LX76;Telegram;0s;0
January 11, 2023;HUAWEI STK-LX77;Telegram;0s;0
January 12, 2023;HUAWEI STK-LX78;Telegram;0s;0
January 13, 2023;HUAWEI STK-LX79;Telegram;0s;0
January 14, 2023;HUAWEI STK-LX80;Telegram;0s;0
January 15, 2023;HUAWEI STK-LX81;Telegram;2m 5s;0
January 16, 2023;HUAWEI STK-LX82;Telegram;0s;0
January 17, 2023;HUAWEI STK-LX83;Telegram;0s;0
January 18, 2023;HUAWEI STK-LX84;Telegram;0s;0
January 19, 2023;HUAWEI STK-LX85;Telegram;0s;0
January 20, 2023;HUAWEI STK-LX86;Telegram;0s;0
January 21, 2023;HUAWEI STK-LX87;Telegram;7m 12s;0
January 22, 2023;HUAWEI STK-LX88;Telegram;0s;0
January 1, 2023;HUAWEI STK-LX89;VK;34m 37s;13
January 2, 2023;HUAWEI STK-LX90;VK;3m 6s;4
January 3, 2023;HUAWEI STK-LX91;VK;12m 18s;3
January 4, 2023;HUAWEI STK-LX92;VK;0s;0
January 5, 2023;HUAWEI STK-LX93;VK;0s;0
January 6, 2023;HUAWEI STK-LX94;VK;0s;0
January 7, 2023;HUAWEI STK-LX95;VK;2m 1s;3
January 8, 2023;HUAWEI STK-LX96;VK;5m 16s;2
January 9, 2023;HUAWEI STK-LX97;VK;0s;0
January 10, 2023;HUAWEI STK-LX98;VK;0s;0
January 11, 2023;HUAWEI STK-LX99;VK;9m 4s;7
January 12, 2023;HUAWEI STK-LX100;VK;0s;0
January 13, 2023;HUAWEI STK-LX101;VK;0s;0
January 14, 2023;HUAWEI STK-LX102;VK;0s;0
January 15, 2023;HUAWEI STK-LX103;VK;2m 4s;3
January 16, 2023;HUAWEI STK-LX104;VK;0s;0
January 17, 2023;HUAWEI STK-LX105;VK;0s;0
January 18, 2023;HUAWEI STK-LX106;VK;0s;0
January 19, 2023;HUAWEI STK-LX107;VK;0s;0
January 20, 2023;HUAWEI STK-LX108;VK;0s;0
January 21, 2023;HUAWEI STK-LX109;VK;0s;0
January 22, 2023;HUAWEI STK-LX110;VK;12m 57s;15
January 1, 2023;HUAWEI STK-LX111;YouTube;1m 42s;3
January 2, 2023;HUAWEI STK-LX112;YouTube;26s;2
January 3, 2023;HUAWEI STK-LX113;YouTube;11s;1
January 4, 2023;HUAWEI STK-LX114;YouTube;0s;0
January 5, 2023;HUAWEI STK-LX115;YouTube;0s;0
January 6, 2023;HUAWEI STK-LX116;YouTube;0s;0
January 7, 2023;HUAWEI STK-LX117;YouTube;27s;2
January 8, 2023;HUAWEI STK-LX118;YouTube;12s;1
January 9, 2023;HUAWEI STK-LX119;YouTube;0s;0
January 10, 2023;HUAWEI STK-LX120;YouTube;0s;0
January 11, 2023;HUAWEI STK-LX121;YouTube;0s;0
January 12, 2023;HUAWEI STK-LX122;YouTube;5m 8s;1
January 13, 2023;HUAWEI STK-LX123;YouTube;0s;0
January 14, 2023;HUAWEI STK-LX124;YouTube;0s;0
January 15, 2023;HUAWEI STK-LX125;YouTube;0s;0
January 16, 2023;HUAWEI STK-LX126;YouTube;0s;0
January 17, 2023;HUAWEI STK-LX127;YouTube;0s;0
January 18, 2023;HUAWEI STK-LX128;YouTube;12m 43s;3
January 19, 2023;HUAWEI STK-LX129;YouTube;0s;0
January 20, 2023;HUAWEI STK-LX130;YouTube;28m 5s;4
January 21, 2023;HUAWEI STK-LX131;YouTube;0s;0
January 22, 2023;HUAWEI STK-LX132;YouTube;0s;0
January 1, 2023;HUAWEI STK-LX133;Yandex Music;29s;1
January 2, 2023;HUAWEI STK-LX134;Yandex Music;0s;0
January 3, 2023;HUAWEI STK-LX135;Yandex Music;0s;0
January 4, 2023;HUAWEI STK-LX136;Yandex Music;12s;1
January 5, 2023;HUAWEI STK-LX137;Yandex Music;0s;0
January 6, 2023;HUAWEI STK-LX138;Yandex Music;0s;0
January 7, 2023;HUAWEI STK-LX139;Yandex Music;10m 11s;7
January 8, 2023;HUAWEI STK-LX140;Yandex Music;0s;0
January 9, 2023;HUAWEI STK-LX141;Yandex Music;0s;0
January 10, 2023;HUAWEI STK-LX142;Yandex Music;0s;0
January 11, 2023;HUAWEI STK-LX143;Yandex Music;7m 30s;4
January 12, 2023;HUAWEI STK-LX144;Yandex Music;0s;0
January 13, 2023;HUAWEI STK-LX145;Yandex Music;0s;0
January 14, 2023;HUAWEI STK-LX146;Yandex Music;0s;0
January 15, 2023;HUAWEI STK-LX147;Yandex Music;0s;0
January 16, 2023;HUAWEI STK-LX148;Yandex Music;0s;0
January 17, 2023;HUAWEI STK-LX149;Yandex Music;1m 2s;1
January 18, 2023;HUAWEI STK-LX150;Yandex Music;0s;0
January 19, 2023;HUAWEI STK-LX151;Yandex Music;0s;0
January 20, 2023;HUAWEI STK-LX152;Yandex Music;0s;0
January 21, 2023;HUAWEI STK-LX153;Yandex Music;0s;0
January 22, 2023;HUAWEI STK-LX154;Yandex Music;5m 8s;5
